"","Modelo","overall_accuracy","overall_error","Factor_0_Accuracy","Factor_1_Accuracy","Factor_2_Accuracy","Factor_3_Accuracy","Detalle_1","experimento","grupo","dataset"
"resumen_metricas.8144","modelo_knn - optimal",0.72,0.28,0.80899,0.63636,0.6729,0.75862,"k = 38",3,5,"moviles131"
"resumen_metricas258","modelo_knn - rectangular",0.62,0.38,0.76,0.4433,0.58065,0.68182,"k = 38",1,1,"moviles132"
"resumen_metricas.1252","modelo_knn - triangular",0.635,0.365,0.74,0.49485,0.56989,0.71818,"k = 40",1,1,"moviles132"
"resumen_metricas.2251","modelo_knn - epanechnikov",0.635,0.365,0.74,0.48454,0.58065,0.71818,"k = 39",1,1,"moviles132"
"resumen_metricas.3251","modelo_knn - biweight",0.5775,0.4225,0.65,0.45361,0.48387,0.7,"k = 40",1,1,"moviles132"
"resumen_metricas.425","modelo_knn - triweight",0.525,0.475,0.63,0.39175,0.4086,0.64545,"k = 38",1,1,"moviles132"
"resumen_metricas.525","modelo_knn - cos",0.635,0.365,0.74,0.49485,0.56989,0.71818,"k = 39",1,1,"moviles132"
"resumen_metricas.625","modelo_knn - inv",0.63,0.37,0.75,0.4433,0.6129,0.7,"k = 37",1,1,"moviles132"
"resumen_metricas.725","modelo_knn - gaussian",0.63,0.37,0.75,0.4433,0.5914,0.71818,"k = 36",1,1,"moviles132"
"resumen_metricas.825","modelo_knn - optimal",0.6225,0.3775,0.73,0.48454,0.56989,0.69091,"k = 37",1,1,"moviles132"
"resumen_metricas1168","modelo_knn - rectangular",0.6525,0.3475,0.72321,0.49533,0.58252,0.85897,"k = 40",1,2,"moviles132"
"resumen_metricas.11162","modelo_knn - triangular",0.6125,0.3875,0.71429,0.43925,0.54369,0.79487,"k = 40",1,2,"moviles132"
"resumen_metricas.21161","modelo_knn - epanechnikov",0.615,0.385,0.73214,0.4486,0.53398,0.78205,"k = 40",1,2,"moviles132"
"resumen_metricas.31161","modelo_knn - biweight",0.57,0.43,0.67857,0.46729,0.48544,0.66667,"k = 40",1,2,"moviles132"
"resumen_metricas.4116","modelo_knn - triweight",0.5425,0.4575,0.65179,0.42991,0.47573,0.62821,"k = 40",1,2,"moviles132"
"resumen_metricas.5116","modelo_knn - cos",0.6175,0.3825,0.73214,0.43925,0.54369,0.79487,"k = 40",1,2,"moviles132"
"resumen_metricas.6116","modelo_knn - inv",0.645,0.355,0.73214,0.49533,0.56311,0.83333,"k = 39",1,2,"moviles132"
"resumen_metricas.7116","modelo_knn - gaussian",0.6525,0.3475,0.74107,0.49533,0.59223,0.82051,"k = 35",1,2,"moviles132"
"resumen_metricas.8116","modelo_knn - optimal",0.605,0.395,0.71429,0.45794,0.51456,0.76923,"k = 40",1,2,"moviles132"
"resumen_metricas268","modelo_knn - rectangular",0.6125,0.3875,0.74747,0.48387,0.57547,0.63725,"k = 38",1,3,"moviles132"
"resumen_metricas.1262","modelo_knn - triangular",0.6075,0.3925,0.73737,0.44086,0.56604,0.67647,"k = 40",1,3,"moviles132"
"resumen_metricas.2261","modelo_knn - epanechnikov",0.6125,0.3875,0.73737,0.44086,0.57547,0.68627,"k = 40",1,3,"moviles132"
"resumen_metricas.3261","modelo_knn - biweight",0.585,0.415,0.73737,0.43011,0.5283,0.63725,"k = 40",1,3,"moviles132"
"resumen_metricas.426","modelo_knn - triweight",0.535,0.465,0.66667,0.37634,0.48113,0.60784,"k = 40",1,3,"moviles132"
"resumen_metricas.526","modelo_knn - cos",0.605,0.395,0.73737,0.44086,0.5566,0.67647,"k = 40",1,3,"moviles132"
"resumen_metricas.626","modelo_knn - inv",0.6275,0.3725,0.79798,0.49462,0.5566,0.65686,"k = 40",1,3,"moviles132"
"resumen_metricas.726","modelo_knn - gaussian",0.6325,0.3675,0.78788,0.49462,0.58491,0.65686,"k = 39",1,3,"moviles132"
"resumen_metricas.826","modelo_knn - optimal",0.6125,0.3875,0.72727,0.43011,0.61321,0.66667,"k = 38",1,3,"moviles132"
"resumen_metricas358","modelo_knn - rectangular",0.575,0.425,0.72381,0.37624,0.51042,0.68367,"k = 33",1,4,"moviles132"
"resumen_metricas.1352","modelo_knn - triangular",0.59,0.41,0.67619,0.43564,0.52083,0.72449,"k = 39",1,4,"moviles132"
"resumen_metricas.2351","modelo_knn - epanechnikov",0.5825,0.4175,0.68571,0.43564,0.51042,0.69388,"k = 39",1,4,"moviles132"
"resumen_metricas.3351","modelo_knn - biweight",0.5475,0.4525,0.61905,0.39604,0.52083,0.65306,"k = 38",1,4,"moviles132"
"resumen_metricas.435","modelo_knn - triweight",0.505,0.495,0.6,0.38614,0.42708,0.60204,"k = 39",1,4,"moviles132"
"resumen_metricas.535","modelo_knn - cos",0.5875,0.4125,0.67619,0.43564,0.52083,0.71429,"k = 39",1,4,"moviles132"
"resumen_metricas.635","modelo_knn - inv",0.6175,0.3825,0.74286,0.44554,0.54167,0.73469,"k = 40",1,4,"moviles132"
"resumen_metricas.735","modelo_knn - gaussian",0.615,0.385,0.73333,0.44554,0.5625,0.71429,"k = 38",1,4,"moviles132"
"resumen_metricas.835","modelo_knn - optimal",0.5775,0.4225,0.68571,0.42574,0.5,0.69388,"k = 40",1,4,"moviles132"
"resumen_metricas458","modelo_knn - rectangular",0.5775,0.4225,0.79762,0.41176,0.5,0.63393,"k = 36",1,5,"moviles132"
"resumen_metricas.1452","modelo_knn - triangular",0.575,0.425,0.70238,0.46078,0.47059,0.67857,"k = 39",1,5,"moviles132"
"resumen_metricas.2451","modelo_knn - epanechnikov",0.585,0.415,0.72619,0.47059,0.4902,0.66964,"k = 39",1,5,"moviles132"
"resumen_metricas.3451","modelo_knn - biweight",0.5325,0.4675,0.59524,0.43137,0.44118,0.66071,"k = 39",1,5,"moviles132"
"resumen_metricas.445","modelo_knn - triweight",0.5075,0.4925,0.58333,0.42157,0.39216,0.63393,"k = 40",1,5,"moviles132"
"resumen_metricas.545","modelo_knn - cos",0.58,0.42,0.72619,0.46078,0.47059,0.67857,"k = 40",1,5,"moviles132"
"resumen_metricas.645","modelo_knn - inv",0.58,0.42,0.78571,0.41176,0.5,0.65179,"k = 36",1,5,"moviles132"
"resumen_metricas.745","modelo_knn - gaussian",0.58,0.42,0.75,0.46078,0.4902,0.64286,"k = 27",1,5,"moviles132"
"resumen_metricas.845","modelo_knn - optimal",0.57,0.43,0.70238,0.47059,0.46078,0.66071,"k = 38",1,5,"moviles132"
"resumen_metricas558","modelo_knn - rectangular",0.6325,0.3675,0.8,0.38095,0.64356,0.72727,"k = 35",2,1,"moviles132"
"resumen_metricas.1552","modelo_knn - triangular",0.57,0.43,0.72632,0.32381,0.56436,0.68687,"k = 39",2,1,"moviles132"
"resumen_metricas.2551","modelo_knn - epanechnikov",0.575,0.425,0.72632,0.33333,0.58416,0.67677,"k = 40",2,1,"moviles132"
"resumen_metricas.3551","modelo_knn - biweight",0.515,0.485,0.68421,0.28571,0.49505,0.61616,"k = 40",2,1,"moviles132"
"resumen_metricas.455","modelo_knn - triweight",0.47,0.53,0.63158,0.30476,0.41584,0.54545,"k = 40",2,1,"moviles132"
"resumen_metricas.555","modelo_knn - cos",0.5675,0.4325,0.72632,0.32381,0.55446,0.68687,"k = 38",2,1,"moviles132"
"resumen_metricas.655","modelo_knn - inv",0.6125,0.3875,0.8,0.38095,0.61386,0.67677,"k = 36",2,1,"moviles132"
"resumen_metricas.755","modelo_knn - gaussian",0.6,0.4,0.75789,0.34286,0.59406,0.72727,"k = 35",2,1,"moviles132"
"resumen_metricas.855","modelo_knn - optimal",0.5725,0.4275,0.74737,0.33333,0.57426,0.65657,"k = 40",2,1,"moviles132"
"resumen_metricas658","modelo_knn - rectangular",0.63,0.37,0.74444,0.53333,0.57143,0.66957,"k = 38",2,2,"moviles132"
"resumen_metricas.1652","modelo_knn - triangular",0.6375,0.3625,0.75556,0.54444,0.49524,0.74783,"k = 40",2,2,"moviles132"
"resumen_metricas.2651","modelo_knn - epanechnikov",0.6425,0.3575,0.75556,0.57778,0.48571,0.74783,"k = 40",2,2,"moviles132"
"resumen_metricas.3651","modelo_knn - biweight",0.58,0.42,0.72222,0.47778,0.4381,0.67826,"k = 39",2,2,"moviles132"
"resumen_metricas.465","modelo_knn - triweight",0.555,0.445,0.72222,0.43333,0.46667,0.6,"k = 40",2,2,"moviles132"
"resumen_metricas.565","modelo_knn - cos",0.6375,0.3625,0.75556,0.55556,0.48571,0.74783,"k = 40",2,2,"moviles132"
"resumen_metricas.665","modelo_knn - inv",0.6325,0.3675,0.76667,0.53333,0.5619,0.66957,"k = 38",2,2,"moviles132"
"resumen_metricas.765","modelo_knn - gaussian",0.6425,0.3575,0.76667,0.54444,0.54286,0.71304,"k = 37",2,2,"moviles132"
"resumen_metricas.865","modelo_knn - optimal",0.625,0.375,0.76667,0.54444,0.46667,0.72174,"k = 40",2,2,"moviles132"
"resumen_metricas758","modelo_knn - rectangular",0.6275,0.3725,0.75758,0.47917,0.55769,0.71287,"k = 40",2,3,"moviles132"
"resumen_metricas.1752","modelo_knn - triangular",0.6225,0.3775,0.73737,0.51042,0.50962,0.73267,"k = 40",2,3,"moviles132"
"resumen_metricas.2751","modelo_knn - epanechnikov",0.6325,0.3675,0.75758,0.51042,0.51923,0.74257,"k = 40",2,3,"moviles132"
"resumen_metricas.3751","modelo_knn - biweight",0.6,0.4,0.71717,0.51042,0.49038,0.68317,"k = 40",2,3,"moviles132"
"resumen_metricas.475","modelo_knn - triweight",0.55,0.45,0.65657,0.45833,0.46154,0.62376,"k = 40",2,3,"moviles132"
"resumen_metricas.575","modelo_knn - cos",0.625,0.375,0.73737,0.52083,0.50962,0.73267,"k = 40",2,3,"moviles132"
"resumen_metricas.675","modelo_knn - inv",0.645,0.355,0.76768,0.48958,0.57692,0.74257,"k = 40",2,3,"moviles132"
"resumen_metricas.775","modelo_knn - gaussian",0.6425,0.3575,0.77778,0.53125,0.53846,0.72277,"k = 40",2,3,"moviles132"
"resumen_metricas.875","modelo_knn - optimal",0.6025,0.3975,0.72727,0.46875,0.49038,0.72277,"k = 40",2,3,"moviles132"
"resumen_metricas858","modelo_knn - rectangular",0.655,0.345,0.77885,0.51485,0.61165,0.71739,"k = 39",2,4,"moviles132"
"resumen_metricas.1852","modelo_knn - triangular",0.625,0.375,0.73077,0.50495,0.5534,0.71739,"k = 40",2,4,"moviles132"
"resumen_metricas.2851","modelo_knn - epanechnikov",0.625,0.375,0.73077,0.49505,0.5534,0.72826,"k = 39",2,4,"moviles132"
"resumen_metricas.3851","modelo_knn - biweight",0.5925,0.4075,0.72115,0.49505,0.48544,0.67391,"k = 39",2,4,"moviles132"
"resumen_metricas.485","modelo_knn - triweight",0.5775,0.4225,0.69231,0.50495,0.4466,0.67391,"k = 40",2,4,"moviles132"
"resumen_metricas.585","modelo_knn - cos",0.625,0.375,0.74038,0.50495,0.5534,0.70652,"k = 40",2,4,"moviles132"
"resumen_metricas.685","modelo_knn - inv",0.655,0.345,0.75962,0.53465,0.61165,0.71739,"k = 39",2,4,"moviles132"
"resumen_metricas.785","modelo_knn - gaussian",0.655,0.345,0.75962,0.54455,0.58252,0.73913,"k = 39",2,4,"moviles132"
"resumen_metricas.885","modelo_knn - optimal",0.6375,0.3625,0.75962,0.53465,0.54369,0.71739,"k = 40",2,4,"moviles132"
"resumen_metricas958","modelo_knn - rectangular",0.6275,0.3725,0.73214,0.46296,0.62069,0.69892,"k = 37",2,5,"moviles132"
"resumen_metricas.1952","modelo_knn - triangular",0.57,0.43,0.70536,0.37963,0.52874,0.66667,"k = 40",2,5,"moviles132"
"resumen_metricas.2951","modelo_knn - epanechnikov",0.57,0.43,0.69643,0.38889,0.52874,0.66667,"k = 40",2,5,"moviles132"
"resumen_metricas.3951","modelo_knn - biweight",0.55,0.45,0.61607,0.37037,0.51724,0.70968,"k = 40",2,5,"moviles132"
"resumen_metricas.495","modelo_knn - triweight",0.5175,0.4825,0.57143,0.36111,0.48276,0.66667,"k = 40",2,5,"moviles132"
"resumen_metricas.595","modelo_knn - cos",0.57,0.43,0.70536,0.38889,0.51724,0.66667,"k = 40",2,5,"moviles132"
"resumen_metricas.695","modelo_knn - inv",0.63,0.37,0.73214,0.48148,0.64368,0.66667,"k = 39",2,5,"moviles132"
"resumen_metricas.795","modelo_knn - gaussian",0.615,0.385,0.75,0.41667,0.6092,0.68817,"k = 38",2,5,"moviles132"
"resumen_metricas.895","modelo_knn - optimal",0.5675,0.4325,0.67857,0.38889,0.52874,0.67742,"k = 40",2,5,"moviles132"
"resumen_metricas1058","modelo_knn - rectangular",0.6325,0.3675,0.80392,0.47475,0.55,0.69697,"k = 39",3,1,"moviles132"
"resumen_metricas.11052","modelo_knn - triangular",0.6675,0.3325,0.81373,0.52525,0.6,0.72727,"k = 40",3,1,"moviles132"
"resumen_metricas.21051","modelo_knn - epanechnikov",0.665,0.335,0.80392,0.51515,0.61,0.72727,"k = 39",3,1,"moviles132"
"resumen_metricas.31051","modelo_knn - biweight",0.605,0.395,0.71569,0.52525,0.52,0.65657,"k = 40",3,1,"moviles132"
"resumen_metricas.4105","modelo_knn - triweight",0.555,0.445,0.66667,0.47475,0.47,0.60606,"k = 40",3,1,"moviles132"
"resumen_metricas.5105","modelo_knn - cos",0.6675,0.3325,0.81373,0.52525,0.6,0.72727,"k = 40",3,1,"moviles132"
"resumen_metricas.6105","modelo_knn - inv",0.6525,0.3475,0.82353,0.51515,0.56,0.70707,"k = 39",3,1,"moviles132"
"resumen_metricas.7105","modelo_knn - gaussian",0.67,0.33,0.80392,0.50505,0.62,0.74747,"k = 37",3,1,"moviles132"
"resumen_metricas.8105","modelo_knn - optimal",0.6525,0.3475,0.82353,0.51515,0.57,0.69697,"k = 40",3,1,"moviles132"
"resumen_metricas1178","modelo_knn - rectangular",0.5775,0.4225,0.66346,0.47423,0.55914,0.60377,"k = 40",3,2,"moviles132"
"resumen_metricas.11172","modelo_knn - triangular",0.605,0.395,0.67308,0.4433,0.5914,0.69811,"k = 40",3,2,"moviles132"
"resumen_metricas.21171","modelo_knn - epanechnikov",0.595,0.405,0.66346,0.41237,0.5914,0.69811,"k = 40",3,2,"moviles132"
"resumen_metricas.31171","modelo_knn - biweight",0.5775,0.4225,0.67308,0.42268,0.55914,0.64151,"k = 38",3,2,"moviles132"
"resumen_metricas.4117","modelo_knn - triweight",0.535,0.465,0.625,0.38144,0.51613,0.60377,"k = 40",3,2,"moviles132"
"resumen_metricas.5117","modelo_knn - cos",0.5975,0.4025,0.66346,0.42268,0.5914,0.69811,"k = 40",3,2,"moviles132"
"resumen_metricas.6117","modelo_knn - inv",0.5775,0.4225,0.65385,0.46392,0.53763,0.64151,"k = 39",3,2,"moviles132"
"resumen_metricas.7117","modelo_knn - gaussian",0.5875,0.4125,0.66346,0.45361,0.58065,0.64151,"k = 38",3,2,"moviles132"
"resumen_metricas.8117","modelo_knn - optimal",0.595,0.405,0.65385,0.41237,0.62366,0.67925,"k = 40",3,2,"moviles132"
"resumen_metricas1258","modelo_knn - rectangular",0.6575,0.3425,0.78824,0.57143,0.57692,0.71698,"k = 37",3,3,"moviles132"
"resumen_metricas.11252","modelo_knn - triangular",0.5925,0.4075,0.76471,0.44762,0.50962,0.67925,"k = 37",3,3,"moviles132"
"resumen_metricas.21251","modelo_knn - epanechnikov",0.59,0.41,0.75294,0.42857,0.50962,0.69811,"k = 36",3,3,"moviles132"
"resumen_metricas.31251","modelo_knn - biweight",0.5425,0.4575,0.70588,0.4,0.45192,0.64151,"k = 40",3,3,"moviles132"
"resumen_metricas.4125","modelo_knn - triweight",0.48,0.52,0.67059,0.34286,0.375,0.56604,"k = 39",3,3,"moviles132"
"resumen_metricas.5125","modelo_knn - cos",0.6025,0.3975,0.76471,0.46667,0.51923,0.68868,"k = 40",3,3,"moviles132"
"resumen_metricas.6125","modelo_knn - inv",0.65,0.35,0.78824,0.55238,0.56731,0.71698,"k = 37",3,3,"moviles132"
"resumen_metricas.7125","modelo_knn - gaussian",0.6225,0.3775,0.76471,0.50476,0.54808,0.69811,"k = 40",3,3,"moviles132"
"resumen_metricas.8125","modelo_knn - optimal",0.59,0.41,0.77647,0.41905,0.5,0.69811,"k = 40",3,3,"moviles132"
"resumen_metricas1358","modelo_knn - rectangular",0.63,0.37,0.72816,0.51579,0.54717,0.72917,"k = 33",3,4,"moviles132"
"resumen_metricas.11352","modelo_knn - triangular",0.59,0.41,0.68932,0.47368,0.43396,0.77083,"k = 40",3,4,"moviles132"
"resumen_metricas.21351","modelo_knn - epanechnikov",0.5975,0.4025,0.69903,0.49474,0.43396,0.77083,"k = 40",3,4,"moviles132"
"resumen_metricas.31351","modelo_knn - biweight",0.565,0.435,0.67961,0.44211,0.4717,0.66667,"k = 40",3,4,"moviles132"
"resumen_metricas.4135","modelo_knn - triweight",0.54,0.46,0.64078,0.44211,0.4434,0.63542,"k = 40",3,4,"moviles132"
"resumen_metricas.5135","modelo_knn - cos",0.5875,0.4125,0.68932,0.47368,0.42453,0.77083,"k = 39",3,4,"moviles132"
"resumen_metricas.6135","modelo_knn - inv",0.6375,0.3625,0.72816,0.49474,0.56604,0.76042,"k = 40",3,4,"moviles132"
"resumen_metricas.7135","modelo_knn - gaussian",0.6025,0.3975,0.69903,0.48421,0.46226,0.77083,"k = 33",3,4,"moviles132"
"resumen_metricas.8135","modelo_knn - optimal",0.6025,0.3975,0.70874,0.49474,0.45283,0.76042,"k = 40",3,4,"moviles132"
"resumen_metricas1458","modelo_knn - rectangular",0.655,0.345,0.84906,0.49038,0.58763,0.68817,"k = 40",3,5,"moviles132"
"resumen_metricas.11452","modelo_knn - triangular",0.61,0.39,0.76415,0.45192,0.54639,0.67742,"k = 40",3,5,"moviles132"
"resumen_metricas.21451","modelo_knn - epanechnikov",0.6075,0.3925,0.76415,0.46154,0.53608,0.66667,"k = 40",3,5,"moviles132"
"resumen_metricas.31451","modelo_knn - biweight",0.57,0.43,0.71698,0.41346,0.48454,0.66667,"k = 40",3,5,"moviles132"
"resumen_metricas.4145","modelo_knn - triweight",0.525,0.475,0.68868,0.38462,0.4433,0.58065,"k = 40",3,5,"moviles132"
"resumen_metricas.5145","modelo_knn - cos",0.6075,0.3925,0.76415,0.44231,0.54639,0.67742,"k = 37",3,5,"moviles132"
"resumen_metricas.6145","modelo_knn - inv",0.6575,0.3425,0.83962,0.5,0.58763,0.69892,"k = 40",3,5,"moviles132"
"resumen_metricas.7145","modelo_knn - gaussian",0.6625,0.3375,0.82075,0.50962,0.60825,0.70968,"k = 36",3,5,"moviles132"
"resumen_metricas.8145","modelo_knn - optimal",0.6,0.4,0.75472,0.45192,0.52577,0.66667,"k = 36",3,5,"moviles132"
"resumen_metricas278","modelo_knn - rectangular",0.68182,0.31818,0.80556,0.48515,0.68478,0.74737,"k = 38",1,1,"moviles211"
"resumen_metricas.1272","modelo_knn - triangular",0.68687,0.31313,0.81481,0.51485,0.6413,0.76842,"k = 39",1,1,"moviles211"
"resumen_metricas.2271","modelo_knn - epanechnikov",0.68434,0.31566,0.7963,0.52475,0.63043,0.77895,"k = 39",1,1,"moviles211"
"resumen_metricas.3271","modelo_knn - biweight",0.66667,0.33333,0.77778,0.55446,0.57609,0.74737,"k = 39",1,1,"moviles211"
"resumen_metricas.427","modelo_knn - triweight",0.64646,0.35354,0.74074,0.58416,0.51087,0.73684,"k = 39",1,1,"moviles211"
"resumen_metricas.527","modelo_knn - cos",0.68434,0.31566,0.78704,0.53465,0.6413,0.76842,"k = 37",1,1,"moviles211"
"resumen_metricas.627","modelo_knn - inv",0.69697,0.30303,0.81481,0.52475,0.68478,0.75789,"k = 38",1,1,"moviles211"
"resumen_metricas.727","modelo_knn - gaussian",0.71212,0.28788,0.81481,0.54455,0.68478,0.8,"k = 38",1,1,"moviles211"
"resumen_metricas.827","modelo_knn - optimal",0.68434,0.31566,0.7963,0.51485,0.6413,0.77895,"k = 39",1,1,"moviles211"
"resumen_metricas1188","modelo_knn - rectangular",0.65404,0.34596,0.77193,0.46667,0.62745,0.72222,"k = 38",1,2,"moviles211"
"resumen_metricas.11182","modelo_knn - triangular",0.66162,0.33838,0.78947,0.52222,0.57843,0.73333,"k = 39",1,2,"moviles211"
"resumen_metricas.21181","modelo_knn - epanechnikov",0.67172,0.32828,0.78947,0.52222,0.61765,0.73333,"k = 38",1,2,"moviles211"
"resumen_metricas.31181","modelo_knn - biweight",0.66162,0.33838,0.78947,0.47778,0.59804,0.75556,"k = 37",1,2,"moviles211"
"resumen_metricas.4118","modelo_knn - triweight",0.60859,0.39141,0.75439,0.42222,0.52941,0.7,"k = 39",1,2,"moviles211"
"resumen_metricas.5118","modelo_knn - cos",0.66667,0.33333,0.78947,0.52222,0.59804,0.73333,"k = 39",1,2,"moviles211"
"resumen_metricas.6118","modelo_knn - inv",0.66162,0.33838,0.76316,0.51111,0.62745,0.72222,"k = 39",1,2,"moviles211"
"resumen_metricas.7118","modelo_knn - gaussian",0.67424,0.32576,0.80702,0.5,0.62745,0.73333,"k = 39",1,2,"moviles211"
"resumen_metricas.8118","modelo_knn - optimal",0.66414,0.33586,0.78947,0.52222,0.57843,0.74444,"k = 39",1,2,"moviles211"
"resumen_metricas288","modelo_knn - rectangular",0.64899,0.35101,0.76596,0.55102,0.60825,0.6729,"k = 33",1,3,"moviles211"
"resumen_metricas.1282","modelo_knn - triangular",0.64394,0.35606,0.74468,0.54082,0.60825,0.68224,"k = 39",1,3,"moviles211"
"resumen_metricas.2281","modelo_knn - epanechnikov",0.63636,0.36364,0.73404,0.5102,0.60825,0.69159,"k = 39",1,3,"moviles211"
"resumen_metricas.3281","modelo_knn - biweight",0.60606,0.39394,0.70213,0.44898,0.5567,0.71028,"k = 37",1,3,"moviles211"
"resumen_metricas.428","modelo_knn - triweight",0.59091,0.40909,0.74468,0.45918,0.49485,0.66355,"k = 39",1,3,"moviles211"
"resumen_metricas.528","modelo_knn - cos",0.64141,0.35859,0.74468,0.53061,0.60825,0.68224,"k = 38",1,3,"moviles211"
"resumen_metricas.628","modelo_knn - inv",0.65404,0.34596,0.76596,0.55102,0.61856,0.68224,"k = 32",1,3,"moviles211"
"resumen_metricas.728","modelo_knn - gaussian",0.64394,0.35606,0.79787,0.5,0.60825,0.6729,"k = 36",1,3,"moviles211"
"resumen_metricas.828","modelo_knn - optimal",0.64394,0.35606,0.76596,0.52041,0.59794,0.69159,"k = 39",1,3,"moviles211"
"resumen_metricas368","modelo_knn - rectangular",0.71465,0.28535,0.77228,0.65049,0.61682,0.84706,"k = 38",1,4,"moviles211"
"resumen_metricas.1362","modelo_knn - triangular",0.68939,0.31061,0.77228,0.57282,0.62617,0.81176,"k = 39",1,4,"moviles211"
"resumen_metricas.2361","modelo_knn - epanechnikov",0.69192,0.30808,0.77228,0.58252,0.62617,0.81176,"k = 36",1,4,"moviles211"
"resumen_metricas.3361","modelo_knn - biweight",0.66162,0.33838,0.75248,0.54369,0.57944,0.8,"k = 39",1,4,"moviles211"
"resumen_metricas.436","modelo_knn - triweight",0.62626,0.37374,0.69307,0.45631,0.58879,0.8,"k = 39",1,4,"moviles211"
"resumen_metricas.536","modelo_knn - cos",0.69192,0.30808,0.77228,0.58252,0.62617,0.81176,"k = 39",1,4,"moviles211"
"resumen_metricas.636","modelo_knn - inv",0.70202,0.29798,0.77228,0.62136,0.60748,0.83529,"k = 38",1,4,"moviles211"
"resumen_metricas.736","modelo_knn - gaussian",0.69949,0.30051,0.78218,0.59223,0.64486,0.8,"k = 39",1,4,"moviles211"
"resumen_metricas.836","modelo_knn - optimal",0.69192,0.30808,0.77228,0.59223,0.63551,0.78824,"k = 39",1,4,"moviles211"
"resumen_metricas468","modelo_knn - rectangular",0.63131,0.36869,0.79747,0.43689,0.63265,0.68966,"k = 34",1,5,"moviles211"
"resumen_metricas.1462","modelo_knn - triangular",0.64646,0.35354,0.79747,0.47573,0.63265,0.7069,"k = 39",1,5,"moviles211"
"resumen_metricas.2461","modelo_knn - epanechnikov",0.65152,0.34848,0.81013,0.48544,0.63265,0.7069,"k = 39",1,5,"moviles211"
"resumen_metricas.3461","modelo_knn - biweight",0.64899,0.35101,0.77215,0.45631,0.64286,0.74138,"k = 38",1,5,"moviles211"
"resumen_metricas.446","modelo_knn - triweight",0.60859,0.39141,0.75949,0.42718,0.58163,0.68966,"k = 38",1,5,"moviles211"
"resumen_metricas.546","modelo_knn - cos",0.64646,0.35354,0.79747,0.47573,0.63265,0.7069,"k = 39",1,5,"moviles211"
"resumen_metricas.646","modelo_knn - inv",0.64899,0.35101,0.86076,0.47573,0.65306,0.65517,"k = 38",1,5,"moviles211"
"resumen_metricas.746","modelo_knn - gaussian",0.64646,0.35354,0.8481,0.45631,0.63265,0.68966,"k = 35",1,5,"moviles211"
"resumen_metricas.846","modelo_knn - optimal",0.64141,0.35859,0.79747,0.45631,0.64286,0.69828,"k = 39",1,5,"moviles211"
"resumen_metricas568","modelo_knn - rectangular",0.70707,0.29293,0.82609,0.57143,0.71429,0.71304,"k = 39",2,1,"moviles211"
"resumen_metricas.1562","modelo_knn - triangular",0.68939,0.31061,0.78261,0.58242,0.70408,0.68696,"k = 39",2,1,"moviles211"
"resumen_metricas.2561","modelo_knn - epanechnikov",0.67677,0.32323,0.78261,0.58242,0.65306,0.68696,"k = 38",2,1,"moviles211"
"resumen_metricas.3561","modelo_knn - biweight",0.65152,0.34848,0.79348,0.54945,0.61224,0.65217,"k = 38",2,1,"moviles211"
"resumen_metricas.456","modelo_knn - triweight",0.61869,0.38131,0.71739,0.53846,0.57143,0.64348,"k = 39",2,1,"moviles211"
"resumen_metricas.556","modelo_knn - cos",0.68434,0.31566,0.78261,0.58242,0.68367,0.68696,"k = 38",2,1,"moviles211"
"resumen_metricas.656","modelo_knn - inv",0.68687,0.31313,0.77174,0.57143,0.70408,0.69565,"k = 28",2,1,"moviles211"
"resumen_metricas.756","modelo_knn - gaussian",0.69444,0.30556,0.79348,0.61538,0.69388,0.67826,"k = 38",2,1,"moviles211"
"resumen_metricas.856","modelo_knn - optimal",0.66667,0.33333,0.78261,0.58242,0.62245,0.67826,"k = 39",2,1,"moviles211"
"resumen_metricas668","modelo_knn - rectangular",0.65152,0.34848,0.75,0.57143,0.57732,0.69663,"k = 35",2,2,"moviles211"
"resumen_metricas.1662","modelo_knn - triangular",0.67172,0.32828,0.76786,0.54082,0.59794,0.77528,"k = 39",2,2,"moviles211"
"resumen_metricas.2661","modelo_knn - epanechnikov",0.67172,0.32828,0.75893,0.55102,0.59794,0.77528,"k = 35",2,2,"moviles211"
"resumen_metricas.3661","modelo_knn - biweight",0.64646,0.35354,0.72321,0.52041,0.59794,0.74157,"k = 37",2,2,"moviles211"
"resumen_metricas.466","modelo_knn - triweight",0.62879,0.37121,0.70536,0.47959,0.59794,0.73034,"k = 39",2,2,"moviles211"
"resumen_metricas.566","modelo_knn - cos",0.67172,0.32828,0.77679,0.54082,0.58763,0.77528,"k = 39",2,2,"moviles211"
"resumen_metricas.666","modelo_knn - inv",0.65657,0.34343,0.77679,0.58163,0.5567,0.69663,"k = 36",2,2,"moviles211"
"resumen_metricas.766","modelo_knn - gaussian",0.67677,0.32323,0.77679,0.59184,0.57732,0.75281,"k = 35",2,2,"moviles211"
"resumen_metricas.866","modelo_knn - optimal",0.66919,0.33081,0.75,0.54082,0.60825,0.77528,"k = 38",2,2,"moviles211"
"resumen_metricas768","modelo_knn - rectangular",0.70202,0.29798,0.79245,0.55056,0.65094,0.8,"k = 37",2,3,"moviles211"
"resumen_metricas.1762","modelo_knn - triangular",0.71717,0.28283,0.83019,0.61798,0.64151,0.76842,"k = 37",2,3,"moviles211"
"resumen_metricas.2761","modelo_knn - epanechnikov",0.72222,0.27778,0.82075,0.61798,0.66981,0.76842,"k = 37",2,3,"moviles211"
